title_x,tomatometer_score,audience_score_rt,original_language,MPA_Ratings,release_date_x,budget_x,domestic_gross_x,worldwide_gross_x,release_date,budget,domestic_gross,worldwide_gross,title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id,director
Edge of Tomorrow,91.0,90.0,English,PG-13,2014-05-28,178000000,100206256,367028980,2014-05-28,178000000,100206256,367028980,Edge of Tomorrow,7.9,Tom Cruise,Emily Blunt,Bill Paxton,https://www.imdb.com/title/tt1631867/,tt1631867,Doug Liman
Captain Marvel,79.0,45.0,English,PG-13,2019-03-06,175000000,426829839,1129727388,2019-03-06,175000000,426829839,1129727388,Captain Marvel,6.8,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,https://www.imdb.com/title/tt4154664/,tt4154664,Anna Boden
The Jungle Book,94.0,86.0,English,PG,2016-04-07,175000000,364001123,953554418,2016-04-07,175000000,364001123,953554418,The Jungle Book,7.4,Neel Sethi,Bill Murray,Ben Kingsley,https://www.imdb.com/title/tt3040964/,tt3040964,Jon Favreau
Inside Out,98.0,89.0,English,PG,2015-06-12,175000000,356461711,852830107,2015-06-12,175000000,356461711,852830107,Inside Out,8.2,Amy Poehler,Bill Hader,Lewis Black,https://www.imdb.com/title/tt2096673/,tt2096673,Pete Docter
Spider-Man: Homecoming,92.0,87.0,English,PG-13,2017-07-05,175000000,334201140,878346440,2017-07-05,175000000,334201140,878346440,Spider-Man: Homecoming,7.4,Tom Holland,Michael Keaton,Robert Downey Jr.,https://www.imdb.com/title/tt2250912/,tt2250912,Jon Watts
Suicide Squad,90.0,82.0,English,R,2016-08-02,175000000,325100054,745744980,2016-08-02,175000000,325100054,745744980,Suicide Squad,5.9,Will Smith,Jared Leto,Margot Robbie,https://www.imdb.com/title/tt1386697/,tt1386697,David Ayer
Up,98.0,90.0,English,PG,2009-05-28,175000000,293004164,731463377,2009-05-28,175000000,293004164,731463377,Up,8.3,Edward Asner,Jordan Nagai,John Ratzenberger,https://www.imdb.com/title/tt1049413/,tt1049413,Pete Docter
Coco,97.0,94.0,English,PG,2017-10-27,175000000,210460015,797666425,2017-10-27,175000000,210460015,797666425,Coco,8.4,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,https://www.imdb.com/title/tt2380307/,tt2380307,Lee Unkrich
Ralph Breaks The Internet,88.0,65.0,English,PG,2018-11-21,175000000,201091711,529290830,2018-11-21,175000000,201091711,529290830,Ralph Breaks The Internet,7.0,John C. Reilly,Sarah Silverman,Gal Gadot,https://www.imdb.com/title/tt5848272/,tt5848272,Phil Johnston
Monsters vs. Aliens,74.0,59.0,English,PG,2009-03-27,175000000,198351526,381687380,2009-03-27,175000000,198351526,381687380,Monsters vs. Aliens,6.5,Reese Witherspoon,Rainn Wilson,Stephen Colbert,https://www.imdb.com/title/tt0892782/,tt0892782,Rob Letterman
Cars 3,69.0,69.0,English,G,2017-06-16,175000000,152901115,383541369,2017-06-16,175000000,152901115,383541369,Cars 3,6.7,Owen Wilson,Cristela Alonzo,Chris Cooper,https://www.imdb.com/title/tt3606752/,tt3606752,Brian Fee
G.I. Joe: The Rise of Cobra,33.0,50.0,English,PG-13,2009-08-07,175000000,150201498,302469017,2009-08-07,175000000,150201498,302469017,G.I. Joe: The Rise of Cobra,5.7,Dennis Quaid,Channing Tatum,Marlon Wayans,https://www.imdb.com/title/tt1046173/,tt1046173,Stephen Sommers
The Mummy: Tomb of the Dragon Emperor,12.0,30.0,English,PG-13,2008-08-01,175000000,102491776,405760225,2008-08-01,175000000,102491776,405760225,The Mummy: Tomb of the Dragon Emperor,5.2,Brendan Fraser,Jet Li,Maria Bello,https://www.imdb.com/title/tt0859163/,tt0859163,Rob Cohen
Evan Almighty,23.0,52.0,English,PG,2007-06-22,175000000,100289690,174131329,2007-06-22,175000000,100289690,174131329,Evan Almighty,5.4,Steve Carell,Morgan Freeman,Lauren Graham,https://www.imdb.com/title/tt0413099/,tt0413099,Tom Shadyac
King Arthur: Legend of the Sword,31.0,69.0,English,PG-13,2017-05-11,175000000,39175066,139630336,2017-05-11,175000000,39175066,139630336,King Arthur: Legend of the Sword,6.7,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,https://www.imdb.com/title/tt1972591/,tt1972591,Guy Ritchie
47 Ronin,16.0,48.0,English,PG-13,2013-12-06,175000000,38362475,151716815,2013-12-06,175000000,38362475,151716815,47 Ronin,6.2,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,https://www.imdb.com/title/tt1335975/,tt1335975,Carl Rinsch
Jurassic World: Fallen Kingdom,47.0,48.0,English,PG-13,2018-06-06,170000000,417719760,1308334005,2018-06-06,170000000,417719760,1308334005,Jurassic World: Fallen Kingdom,6.2,Chris Pratt,Bryce Dallas Howard,Rafe Spall,https://www.imdb.com/title/tt4881806/,tt4881806,J.A. Bayona
Guardians of the Galaxy,92.0,92.0,English,PG-13,2014-07-31,170000000,333714112,770882395,2014-07-31,170000000,333714112,770882395,Guardians of the Galaxy,8.1,Chris Pratt,Vin Diesel,Bradley Cooper,https://www.imdb.com/title/tt2015381/,tt2015381,James Gunn
Iron Man 2,72.0,71.0,English,PG-13,2010-05-07,170000000,312433331,621156389,2010-05-07,170000000,312433331,621156389,Iron Man 2,7.0,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,https://www.imdb.com/title/tt1228705/,tt1228705,Jon Favreau
Captain America: The Winter Soldier,90.0,92.0,English,PG-13,2014-03-28,170000000,259746958,714401889,2014-03-28,170000000,259746958,714401889,Captain America: The Winter Soldier,7.8,Chris Evans,Samuel L. Jackson,Scarlett Johansson,https://www.imdb.com/title/tt1843866/,tt1843866,Anthony Russo
Dawn of the Planet of the Apes,90.0,88.0,English,PG-13,2014-07-09,170000000,208545589,710644566,2014-07-09,170000000,208545589,710644566,Dawn of the Planet of the Apes,7.6,Gary Oldman,Keri Russell,Andy Serkis,https://www.imdb.com/title/tt2103281/,tt2103281,Matt Reeves
The Polar Express,56.0,63.0,English,G,2004-11-10,170000000,188578855,312719437,2004-11-10,170000000,188578855,312719437,The Polar Express,6.6,Tom Hanks,Chris Coppola,Michael Jeter,https://www.imdb.com/title/tt0338348/,tt0338348,Robert Zemeckis
Snow White and the Huntsman,49.0,52.0,English,PG-13,2012-05-30,170000000,155136755,401021746,2012-05-30,170000000,155136755,401021746,Snow White and the Huntsman,6.1,Kristen Stewart,Chris Hemsworth,Charlize Theron,https://www.imdb.com/title/tt1735898/,tt1735898,Rupert Sanders
Terminator 3: Rise of the Machines,69.0,46.0,English,R,2003-07-01,170000000,150358296,433058296,2003-07-01,170000000,150358296,433058296,Terminator 3: Rise of the Machines,6.3,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,https://www.imdb.com/title/tt0181852/,tt0181852,Jonathan Mostow
Van Helsing,24.0,57.0,English,PG-13,2004-05-05,170000000,120150546,300150546,2004-05-05,170000000,120150546,300150546,Van Helsing,6.0,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,https://www.imdb.com/title/tt0338526/,tt0338526,Stephen Sommers
Dumbo,46.0,48.0,English,PG,2019-03-27,170000000,114766307,353166307,2019-03-27,170000000,114766307,353166307,Dumbo,6.3,Colin Farrell,Michael Keaton,Danny DeVito,https://www.imdb.com/title/tt3861390/,tt3861390,Tim Burton
Godzilla: King of the Monsters,42.0,83.0,English,PG-13,2019-05-29,170000000,110500138,383299915,2019-05-29,170000000,110500138,383299915,Godzilla: King of the Monsters,6.0,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,https://www.imdb.com/title/tt3741700/,tt3741700,Michael Dougherty
Tomorrowland,50.0,49.0,English,PG,2015-05-20,170000000,93436322,206627518,2015-05-20,170000000,93436322,206627518,Tomorrowland,6.4,George Clooney,Britt Robertson,Hugh Laurie,https://www.imdb.com/title/tt1964418/,tt1964418,Brad Bird
Alita: Battle Angel,61.0,92.0,English,PG-13,2019-02-01,170000000,85838210,401900040,2019-02-01,170000000,85838210,401900040,Alita: Battle Angel,7.3,Rosa Salazar,Christoph Waltz,Jennifer Connelly,https://www.imdb.com/title/tt0437086/,tt0437086,Robert Rodriguez
Alice Through the Looking Glass,28.0,48.0,English,PG,2016-05-20,170000000,77042381,276928112,2016-05-20,170000000,77042381,276928112,Alice Through the Looking Glass,6.2,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,https://www.imdb.com/title/tt2567026/,tt2567026,James Bobin
Shrek Forever After,58.0,54.0,English,PG,2010-05-21,165000000,238736787,756244673,2010-05-21,165000000,238736787,756244673,Shrek Forever After,6.3,Mike Myers,Cameron Diaz,Eddie Murphy,https://www.imdb.com/title/tt0892791/,tt0892791,Mike Mitchell
Doctor Strange,89.0,86.0,English,PG-13,2016-10-24,165000000,232641920,676354481,2016-10-24,165000000,232641920,676354481,Doctor Strange,7.5,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,https://www.imdb.com/title/tt1211837/,tt1211837,Scott Derrickson
Big Hero 6,90.0,91.0,English,PG,2014-10-25,165000000,222527828,649657407,2014-10-25,165000000,222527828,649657407,Big Hero 6,7.8,Ryan Potter,Scott Adsit,Jamie Chung,https://www.imdb.com/title/tt2245084/,tt2245084,Don Hall
How to Train Your Dragon,99.0,91.0,English,PG,2010-03-26,165000000,217581232,494870992,2010-03-26,165000000,217581232,494870992,How to Train Your Dragon,8.1,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,https://www.imdb.com/title/tt0892769/,tt0892769,Dean DeBlois
Wreck-It Ralph,87.0,86.0,English,PG,2012-11-01,165000000,189412677,496511521,2012-11-01,165000000,189412677,496511521,Wreck-It Ralph,7.7,John C. Reilly,Jack McBrayer,Jane Lynch,https://www.imdb.com/title/tt1772341/,tt1772341,Rich Moore
Interstellar,72.0,86.0,English,PG-13,2014-11-05,165000000,188017894,651994868,2014-11-05,165000000,188017894,651994868,Interstellar,8.7,Matthew McConaughey,Anne Hathaway,Jessica Chastain,https://www.imdb.com/title/tt0816692/,tt0816692,Christopher Nolan
Independence Day: Resurgence,30.0,30.0,English,PG-13,2016-06-22,165000000,103144286,384169424,2016-06-22,165000000,103144286,384169424,Independence Day: Resurgence,5.2,Liam Hemsworth,Jeff Goldblum,Bill Pullman,https://www.imdb.com/title/tt1628841/,tt1628841,Roland Emmerich
Cowboys and Aliens,44.0,43.0,English,PG-13,2011-07-29,163000000,100368560,176038324,2011-07-29,163000000,100368560,176038324,Cowboys and Aliens,6.0,Daniel Craig,Harrison Ford,Olivia Wilde,https://www.imdb.com/title/tt0409847/,tt0409847,Jon Favreau
Beauty and the Beast,71.0,80.0,English,PG,2017-03-16,160000000,504014165,1273109220,2017-03-16,160000000,504014165,1273109220,Beauty and the Beast,7.1,Emma Watson,Dan Stevens,Luke Evans,https://www.imdb.com/title/tt2771200/,tt2771200,Bill Condon
Spider-Man: Far From Home,90.0,95.0,English,PG-13,2019-06-27,160000000,390532085,1132532832,2019-06-27,160000000,390532085,1132532832,Spider-Man: Far From Home,7.4,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,https://www.imdb.com/title/tt6320628/,tt6320628,Jon Watts
Aquaman,65.0,73.0,English,PG-13,2018-12-06,160000000,335061807,1143758700,2018-12-06,160000000,335061807,1143758700,Aquaman,6.9,Jason Momoa,Amber Heard,Willem Dafoe,https://www.imdb.com/title/tt1477834/,tt1477834,James Wan
Shrek the Third,41.0,52.0,English,PG,2007-05-17,160000000,322719944,807330936,2007-05-17,160000000,322719944,807330936,Shrek the Third,6.1,Mike Myers,Cameron Diaz,Eddie Murphy,https://www.imdb.com/title/tt0413267/,tt0413267,Chris Miller
Inception,87.0,91.0,English,PG-13,2010-07-16,160000000,292576195,728582465,2010-07-16,160000000,292576195,728582465,Inception,8.8,Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page,https://www.imdb.com/title/tt1375666/,tt1375666,Christopher Nolan
The Hunger Games: Mockingjay - Part 2,69.0,66.0,English,PG-13,2015-11-18,160000000,281723902,648986787,2015-11-18,160000000,281723902,648986787,The Hunger Games: Mockingjay - Part 2,6.5,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,https://www.imdb.com/title/tt1951266/,tt1951266,Francis Lawrence
Fast and Furious 6,71.0,84.0,English,PG-13,2013-05-17,160000000,238679850,789300444,2013-05-17,160000000,238679850,789300444,Fast and Furious 6,7.1,Vin Diesel,Paul Walker,Dwayne Johnson,https://www.imdb.com/title/tt1905041/,tt1905041,Justin Lin
Godzilla,76.0,66.0,English,PG-13,2014-05-14,160000000,200676069,529076069,2014-05-14,160000000,200676069,529076069,Godzilla,6.4,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,https://www.imdb.com/title/tt0831387/,tt0831387,Gareth Edwards
X-Men: First Class,86.0,87.0,English,PG-13,2011-06-03,160000000,146408305,355408305,2011-06-03,160000000,146408305,355408305,X-Men: First Class,7.7,James McAvoy,Michael Fassbender,Jennifer Lawrence,https://www.imdb.com/title/tt1270798/,tt1270798,Matthew Vaughn
The Curious Case of Benjamin Button,71.0,80.0,English,PG-13,2008-12-25,160000000,127509326,329631958,2008-12-25,160000000,127509326,329631958,The Curious Case of Benjamin Button,7.8,Brad Pitt,Cate Blanchett,Tilda Swinton,https://www.imdb.com/title/tt0421715/,tt0421715,David Fincher
The Sorcerer's Apprentice,40.0,53.0,English,PG,2010-07-14,160000000,63150991,217986320,2010-07-14,160000000,63150991,217986320,The Sorcerer's Apprentice,6.1,Nicolas Cage,Jay Baruchel,Alfred Molina,https://www.imdb.com/title/tt0963966/,tt0963966,Jon Turteltaub
Poseidon,33.0,43.0,English,PG-13,2006-05-12,160000000,60674817,181674817,2006-05-12,160000000,60674817,181674817,Poseidon,5.7,Richard Dreyfuss,Kurt Russell,Emmy Rossum,https://www.imdb.com/title/tt0409182/,tt0409182,Wolfgang Petersen
Warcraft,28.0,76.0,English,PG-13,2016-05-25,160000000,47365290,438899824,2016-05-25,160000000,47365290,438899824,Warcraft,6.8,Travis Fimmel,Paula Patton,Ben Foster,https://www.imdb.com/title/tt0803096/,tt0803096,Duncan Jones
The Irishman,95.0,86.0,English,R,2019-11-01,159000000,0,910234,2019-11-01,159000000,0,910234,The Irishman,7.8,Robert De Niro,Al Pacino,Joe Pesci,https://www.imdb.com/title/tt1302006/,tt1302006,Martin Scorsese
Deepwater Horizon,83.0,82.0,English,PG-13,2016-09-29,156000000,61433527,122603824,2016-09-29,156000000,61433527,122603824,Deepwater Horizon,7.1,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,https://www.imdb.com/title/tt1860357/,tt1860357,Peter Berg
The Chronicles of Narnia: The Voyage of the Daw…,50.0,58.0,English,PG,2010-12-10,155000000,104386950,418186950,2010-12-10,155000000,104386950,418186950,The Chronicles of Narnia: The Voyage of the Daw…,6.3,Ben Barnes,Skandar Keynes,Georgie Henley,https://www.imdb.com/title/tt0980970/,tt0980970,Michael Apted
Terminator: Genisys,27.0,52.0,English,PG-13,2015-06-24,155000000,89760956,432150894,2015-06-24,155000000,89760956,432150894,Terminator: Genisys,6.3,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,https://www.imdb.com/title/tt1340138/,tt1340138,Alan Taylor
Pacific Rim: Uprising,42.0,38.0,English,PG-13,2018-03-16,155000000,59874525,290930148,2018-03-16,155000000,59874525,290930148,Pacific Rim: Uprising,5.6,John Boyega,Scott Eastwood,Cailee Spaeny,https://www.imdb.com/title/tt2557478/,tt2557478,Steven S. DeKnight
Alexander,16.0,35.0,English,R,2004-11-24,155000000,34297191,167297191,2004-11-24,155000000,34297191,167297191,Alexander,5.6,Colin Farrell,Anthony Hopkins,Rosario Dawson,https://www.imdb.com/title/tt0346491/,tt0346491,Oliver Stone
War for the Planet of the Apes,94.0,84.0,English,PG-13,2017-07-14,152000000,146880162,489592267,2017-07-14,152000000,146880162,489592267,War for the Planet of the Apes,7.4,Andy Serkis,Woody Harrelson,Steve Zahn,https://www.imdb.com/title/tt3450958/,tt3450958,Matt Reeves
Pearl Harbor,24.0,66.0,English,PG-13,2001-05-25,151500000,198539855,449239853,2001-05-25,151500000,198539855,449239853,Pearl Harbor,6.2,Ben Affleck,Kate Beckinsale,Josh Hartnett,https://www.imdb.com/title/tt0213149/,tt0213149,Michael Bay
Transformers,58.0,85.0,English,PG-13,2007-07-02,151000000,319246193,708272592,2007-07-02,151000000,319246193,708272592,Transformers,7.1,Shia LaBeouf,Megan Fox,Josh Duhamel,https://www.imdb.com/title/tt0418279/,tt0418279,Michael Bay
Frozen II,77.0,92.0,English,PG,2019-11-20,150000000,477373578,1445182280,2019-11-20,150000000,477373578,1445182280,Frozen II,6.8,Kristen Bell,Idina Menzel,Josh Gad,https://www.imdb.com/title/tt4520988/,tt4520988,Chris Buck
Wonder Woman,58.0,73.0,English,PG-13,2017-05-29,150000000,412563408,818058221,2017-05-29,150000000,412563408,818058221,Wonder Woman,7.4,Gal Gadot,Chris Pine,Robin Wright,https://www.imdb.com/title/tt0451279/,tt0451279,Patty Jenkins
Frozen,90.0,85.0,English,PG,2013-11-22,150000000,400953009,1265596785,2013-11-22,150000000,400953009,1265596785,Frozen,7.5,Kristen Bell,Idina Menzel,Jonathan Groff,https://www.imdb.com/title/tt2294629/,tt2294629,Chris Buck
Zootopia,98.0,92.0,English,PG,2016-02-10,150000000,341268248,1004629935,2016-02-10,150000000,341268248,1004629935,Zootopia,8.0,Ginnifer Goodwin,Jason Bateman,Idris Elba,https://www.imdb.com/title/tt2948356/,tt2948356,Byron Howard
Harry Potter and the Order of the Phoenix,77.0,81.0,English,PG-13,2007-07-11,150000000,292137260,940043931,2007-07-11,150000000,292137260,940043931,Harry Potter and the Order of the Phoenix,7.5,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt0373889/,tt0373889,David Yates
Harry Potter and the Goblet of Fire,88.0,74.0,English,PG-13,2005-11-18,150000000,290201752,887070413,2005-11-18,150000000,290201752,887070413,Harry Potter and the Goblet of Fire,7.7,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt0330373/,tt0330373,Mike Newell
The Matrix Reloaded,73.0,72.0,English,R,2003-05-15,150000000,281553689,738576929,2003-05-15,150000000,281553689,738576929,The Matrix Reloaded,7.2,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,https://www.imdb.com/title/tt0234215/,tt0234215,Lana Wachowski
I am Legend,68.0,68.0,English,PG-13,2007-12-14,150000000,256393010,585532684,2007-12-14,150000000,256393010,585532684,I am Legend,7.2,Will Smith,Alice Braga,Charlie Tahan,https://www.imdb.com/title/tt0480249/,tt0480249,Francis Lawrence
Moana,95.0,89.0,English,PG,2016-01-27,150000000,248757044,634965560,2016-01-27,150000000,248757044,634965560,Moana,7.6,Auli'i Cravalho,Dwayne Johnson,Rachel House,https://www.imdb.com/title/tt3521164/,tt3521164,Ron Clements
Hancock,41.0,59.0,English,PG-13,2008-07-01,150000000,227946274,624234272,2008-07-01,150000000,227946274,624234272,Hancock,6.4,Will Smith,Charlize Theron,Jason Bateman,https://www.imdb.com/title/tt0448157/,tt0448157,Peter Berg
Charlie and the Chocolate Factory,83.0,51.0,English,PG,2005-07-15,150000000,206459076,475825484,2005-07-15,150000000,206459076,475825484,Charlie and the Chocolate Factory,6.7,Johnny Depp,Freddie Highmore,David Kelly,https://www.imdb.com/title/tt0367594/,tt0367594,Tim Burton
Ratatouille,96.0,87.0,English,G,2007-06-29,150000000,206445654,626549695,2007-06-29,150000000,206445654,626549695,Ratatouille,8.1,Brad Garrett,Lou Romano,Patton Oswalt,https://www.imdb.com/title/tt0382932/,tt0382932,Brad Bird
Thor: The Dark World,66.0,75.0,English,PG-13,2013-10-30,150000000,206362140,644602516,2013-10-30,150000000,206362140,644602516,Thor: The Dark World,6.8,Chris Hemsworth,Natalie Portman,Tom Hiddleston,https://www.imdb.com/title/tt1981115/,tt1981115,Alan Taylor
Batman Begins,84.0,94.0,English,PG-13,2005-06-15,150000000,205343774,358858124,2005-06-15,150000000,205343774,358858124,Batman Begins,8.3,Christian Bale,Michael Caine,Ken Watanabe,https://www.imdb.com/title/tt0372784/,tt0372784,Christopher Nolan
Mission: Impossible—Rogue Nation,94.0,87.0,English,PG-13,2015-07-29,150000000,195042377,688858992,2015-07-29,150000000,195042377,688858992,Mission: Impossible—Rogue Nation,7.4,Tom Cruise,Rebecca Ferguson,Jeremy Renner,https://www.imdb.com/title/tt2381249/,tt2381249,Christopher McQuarrie
Dunkirk,92.0,81.0,English,PG-13,2017-07-18,150000000,190068280,518058826,2017-07-18,150000000,190068280,518058826,Dunkirk,7.8,Fionn Whitehead,Barry Keoghan,Mark Rylance,https://www.imdb.com/title/tt5013056/,tt5013056,Christopher Nolan
Thor,93.0,87.0,English,PG-13,2011-04-29,150000000,181030624,449326618,2011-04-29,150000000,181030624,449326618,Thor,7.0,Chris Hemsworth,Anthony Hopkins,Natalie Portman,https://www.imdb.com/title/tt0800369/,tt0800369,Kenneth Branagh
